rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 34 기 3분기말,448657256396,제 33 기말,404996077959,1,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 34 기 3분기말,21725051172,제 33 기말,13220590149,2,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 34 기 3분기말,243750000,제 33 기말,433295500,3,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 34 기 3분기말,110505160320,제 33 기말,91238845527,4,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 34 기 3분기말,,제 33 기말,223767976,5,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,-,제 34 기 3분기말,,제 33 기말,31480000,6,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 34 기 3분기말,304584318159,제 33 기말,293624244471,7,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 34 기 3분기말,573274456,제 33 기말,434245669,8,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 34 기 3분기말,6711418296,제 33 기말,5789608667,9,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 34 기 3분기말,4314283993,제 33 기말,,10,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 34 기 3분기말,440465856875,제 33 기말,426832067362,11,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 34 기 3분기말,5500000,제 33 기말,1907205660,12,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 34 기 3분기말,1254552198,제 33 기말,1159151814,13,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 34 기 3분기말,2264103270,제 33 기말,769500000,14,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,-,제 34 기 3분기말,106467146,제 33 기말,103593770,15,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,지분법적용투자지분,-,제 34 기 3분기말,1766057718,제 33 기말,1437112094,16,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 34 기 3분기말,400431934077,제 33 기말,405837492071,17,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 34 기 3분기말,6605565785,제 33 기말,7077740018,18,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 34 기 3분기말,23310408691,제 33 기말,,19,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 34 기 3분기말,4059562948,제 33 기말,2159379461,20,KRW,,,,
20191114001319,11014,2019,00139719,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 34 기 3분기말,661705042,제 33 기말,6380892474,21,KRW,,,,
