rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 37 기 1분기말,451796724984,제 36 기말,390506390001,1,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 37 기 1분기말,57394555718,제 36 기말,35835489063,2,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 37 기 1분기말,11178124000,제 36 기말,1154812000,3,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 37 기 1분기말,84228641715,제 36 기말,74479516207,4,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 37 기 1분기말,271016093655,제 36 기말,254237533607,5,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 37 기 1분기말,933176788,제 36 기말,831099821,6,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 37 기 1분기말,12462626110,제 36 기말,9384432305,7,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 37 기 1분기말,14583506998,제 36 기말,14583506998,8,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 37 기 1분기말,454308991955,제 36 기말,452906661607,9,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 37 기 1분기말,3000000,제 36 기말,3000000,10,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 37 기 1분기말,2516348982,제 36 기말,2440186659,11,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 37 기 1분기말,5000648216,제 36 기말,4600724876,12,KRW,,,,
20220516001715,11013,2022,00139719,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,지분법적용투자지분,-,제 37 기 1분기말,1054560234,제 36 기말,1037144380,13,KRW,,,,
