rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 34 기 반기말,458491897214,제 33 기말,404996077959,1,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 34 기 반기말,22336997096,제 33 기말,13220590149,2,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 34 기 반기말,,제 33 기말,433295500,3,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 34 기 반기말,111050481848,제 33 기말,91238845527,4,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 34 기 반기말,29524378,제 33 기말,223767976,5,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,-,제 34 기 반기말,,제 33 기말,31480000,6,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_Inventories,재고자산,-,제 34 기 반기말,314915057411,제 33 기말,293624244471,7,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 34 기 반기말,573163254,제 33 기말,434245669,8,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 34 기 반기말,5272389234,제 33 기말,5789608667,9,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 34 기 반기말,4314283993,제 33 기말,,10,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 34 기 반기말,435698033976,제 33 기말,426832067362,11,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 34 기 반기말,2155916542,제 33 기말,1907205660,12,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 34 기 반기말,1444020398,제 33 기말,1159151814,13,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 34 기 반기말,769500000,제 33 기말,769500000,14,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,-,제 34 기 반기말,106505209,제 33 기말,103593770,15,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_InvestmentAccountedForUsingEquityMethod,지분법적용투자지분,-,제 34 기 반기말,1600458650,제 33 기말,1437112094,16,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_PropertyPlantAndEquipment,유형자산,-,제 34 기 반기말,397037263930,제 33 기말,405837492071,17,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_IntangibleAssetsOtherThanGoodwill,영업권이외의무형자산,-,제 34 기 반기말,7732907175,제 33 기말,7077740018,18,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_RightofuseAssets,사용권자산,-,제 34 기 반기말,16161265642,제 33 기말,,19,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_DeferredTaxAssets,이연법인세자산,-,제 34 기 반기말,2092320491,제 33 기말,2159379461,20,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 34 기 반기말,6597875939,제 33 기말,6380892474,21,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_Assets,자산총계,-,제 34 기 반기말,894189931190,제 33 기말,831828145321,22,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentLiabilities,유동부채,-,제 34 기 반기말,345529446317,제 33 기말,328634666371,24,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융부채,-,제 34 기 반기말,144401489,제 33 기말,96202999,25,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 34 기 반기말,62377857018,제 33 기말,79391571389,26,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_ShorttermBorrowings,단기차입금,-,제 34 기 반기말,252822629040,제 33 기말,222095756845,27,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 34 기 반기말,18990059177,제 33 기말,18975455226,28,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentProvisions,충당부채,-,제 34 기 반기말,33911585,제 33 기말,38290330,29,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_CurrentTaxLiabilities,당기법인세부채,-,제 34 기 반기말,4139790320,제 33 기말,5527893755,30,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_CurentPortionOfFinanceLeaseLiabilities,유동성리스부채,-,제 34 기 반기말,3936823688,제 33 기말,,31,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 34 기 반기말,3083974000,제 33 기말,2509495827,32,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentLiabilities,비유동부채,-,제 34 기 반기말,206793796685,제 33 기말,168344063751,33,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무및기타채무,-,제 34 기 반기말,808542405,제 33 기말,935543819,34,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 34 기 반기말,143844346641,제 33 기말,127279408667,35,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_BondsIssued,사채,-,제 34 기 반기말,39922542504,제 33 기말,24953141488,36,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncurrentLeaseLiabilities,비유동리스부채,-,제 34 기 반기말,8465073928,제 33 기말,,37,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여채무,-,제 34 기 반기말,10808135111,제 33 기말,10469155278,38,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_DeferredTaxLiabilities,이연법인세부채,-,제 34 기 반기말,2945156096,제 33 기말,4706814499,39,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_Liabilities,부채총계,-,제 34 기 반기말,552323243002,제 33 기말,496978730122,40,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 34 기 반기말,336840017261,제 33 기말,330767947233,42,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_IssuedCapital,자본금,-,제 34 기 반기말,16010293000,제 33 기말,16010293000,43,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_CapitalSurplus,기타불입자본,-,제 34 기 반기말,84836332999,제 33 기말,84836332999,44,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_RetainedEarnings,이익잉여금,-,제 34 기 반기말,247273543428,제 33 기말,244834429261,45,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 34 기 반기말,-11280152166,제 33 기말,-14913108027,46,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_NoncontrollingInterests,비지배지분,-,제 34 기 반기말,5026670927,제 33 기말,4081467966,47,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_Equity,자본총계,-,제 34 기 반기말,341866688188,제 33 기말,334849415199,48,KRW,,,,
20190814000875,11012,2019,00139719,BS,재무상태표,ifrs_EquityAndLiabilities,자본과부채총계,-,제 34 기 반기말,894189931190,제 33 기말,831828145321,49,KRW,,,,
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,ifrs_Revenue,매출액,-,제 34 기 반기,112389656017,,,0,KRW,216926932806,제 33 기 반기,98881638213,188973694088
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,ifrs_CostOfSales,매출원가,-,제 34 기 반기,81449760377,,,1,KRW,151994239133,제 33 기 반기,65472645196,122388147525
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,ifrs_GrossProfit,매출총이익,-,제 34 기 반기,30939895640,,,2,KRW,64932693673,제 33 기 반기,33408993017,66585546563
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비,-,제 34 기 반기,14135148784,,,3,KRW,29563335729,제 33 기 반기,10762521556,21406616605
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,-표준계정코드 미사용-,관리비,-,제 34 기 반기,9773145844,,,4,KRW,19904797576,제 33 기 반기,10889405850,20693667351
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,-표준계정코드 미사용-,대손상각비,-,제 34 기 반기,64755557,,,5,KRW,202710266,제 33 기 반기,228211100,353966558
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 34 기 반기,6966845455,,,6,KRW,15261850102,제 33 기 반기,11528854511,24131296049
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 34 기 반기,8088708121,,,7,KRW,12197189014,제 33 기 반기,5592031841,10717269672
20190814000875,11012,2019,00139719,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 34 기 반기,2509056998,,,8,KRW,4991731724,제 33 기 반기,4419744966,9266383010
