rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 31 기 3분기말,306044287330,제 30 기말,292344200500,제 29 기말,311340423694,1,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 31 기 3분기말,24457289602,제 30 기말,24288825243,제 29 기말,10599962117,2,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,단기금융상품,-,제 31 기 3분기말,6030221818,제 30 기말,2431240586,제 29 기말,23718123554,13,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 31 기 3분기말,109856240867,제 30 기말,88522710003,제 29 기말,83041565132,14,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,매도가능금융자산,-,제 31 기 3분기말,14290000,제 30 기말,318420000,제 29 기말,1128091243,28,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_Inventories,재고자산,-,제 31 기 3분기말,155203815363,제 30 기말,164829636453,제 29 기말,178424799313,30,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 31 기 3분기말,1736561012,제 30 기말,2720352550,제 29 기말,1602256045,49,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_OtherCurrentFinancialAssets,기타유동자산,-,제 31 기 3분기말,8745868668,제 30 기말,9233015665,제 29 기말,12825626290,51,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 31 기 3분기말,361607948327,제 30 기말,328802736592,제 29 기말,296911515742,63,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,장기금융상품,-,제 31 기 3분기말,1191911400,제 30 기말,955979980,제 29 기말,633000000,64,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권 및 기타채권,-,제 31 기 3분기말,4126994202,제 30 기말,2121159591,제 29 기말,2353116758,65,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,매도가능금융자산,-,제 31 기 3분기말,919500000,제 30 기말,919500000,제 29 기말,9500000,79,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,만기보유금융자산,-,제 31 기 3분기말,133188425,제 30 기말,151184721,제 29 기말,474139115,80,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_InvestmentAccountedForUsingEquityMethod,지분법적용 투자지분,-,제 31 기 3분기말,3673506773,제 30 기말,3780527187,제 29 기말,3056287849,81,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_PropertyPlantAndEquipment,유형자산,-,제 31 기 3분기말,338695598958,제 30 기말,310942304031,제 29 기말,284735073636,82,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_IntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산,-,제 31 기 3분기말,3799004972,제 30 기말,5158271530,제 29 기말,2262897778,122,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_DeferredTaxAssets,이연법인세자산,-,제 31 기 3분기말,4257241644,제 30 기말,4581338371,제 29 기말,3366134809,141,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_OtherNoncurrentNonfinancialAssets,기타비유동자산,-,제 31 기 3분기말,4811001953,제 30 기말,192471181,제 29 기말,21365797,142,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_Assets,자산총계,-,제 31 기 3분기말,667652235657,제 30 기말,621146937092,제 29 기말,608251939436,160,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CurrentLiabilities,유동부채,-,제 31 기 3분기말,314155196451,제 30 기말,266050902496,제 29 기말,274292340217,162,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 31 기 3분기말,47442082889,제 30 기말,40349605475,제 29 기말,33831788918,163,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,유동당기손익인식금융부채,-,제 31 기 3분기말,72583974,제 30 기말,64551460,제 29 기말,,171,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,dart_ShortTermBorrowings,단기차입금,-,제 31 기 3분기말,246667790029,제 30 기말,205198664287,제 29 기말,178204529221,172,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,유동성사채,-,제 31 기 3분기말,12998678246,제 30 기말,12983104247,제 29 기말,24988779259,173,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,유동성신주인수권부사채,-,제 31 기 3분기말,,제 30 기말,,제 29 기말,31724927796,174,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,금융보증부채,-,제 31 기 3분기말,1967934,제 30 기말,475865,제 29 기말,2759743,175,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CurrentProvisions,충당부채,-,제 31 기 3분기말,64681628,제 30 기말,171675729,제 29 기말,324580005,176,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_CurrentTaxLiabilities,당기법인세부채,-,제 31 기 3분기말,3870850049,제 30 기말,4934636195,제 29 기말,2211648028,185,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_OtherCurrentFinancialLiabilities,기타유동부채,-,제 31 기 3분기말,3036561702,제 30 기말,2348189238,제 29 기말,3003327247,187,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_NoncurrentLiabilities,비유동부채,-,제 31 기 3분기말,96998036302,제 30 기말,100684381193,제 29 기말,127767683909,191,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타채무,-,제 31 기 3분기말,308239953,제 30 기말,145900737,제 29 기말,67980717,192,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 31 기 3분기말,54357619290,제 30 기말,58413403790,제 29 기말,93061983789,203,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,사채,-,제 31 기 3분기말,29961024263,제 30 기말,29946352113,제 29 기말,24862030083,204,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여채무,-,제 31 기 3분기말,5514481882,제 30 기말,4058768939,제 29 기말,2848371698,205,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_DeferredTaxLiabilities,이연법인세부채,-,제 31 기 3분기말,6856670914,제 30 기말,8119955614,제 29 기말,6927317622,208,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_Liabilities,부채총계,-,제 31 기 3분기말,411153232753,제 30 기말,366735283689,제 29 기말,402060024126,222,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 31 기 3분기말,256321426158,제 30 기말,254245198710,제 29 기말,206055438972,224,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,자본금,-,제 31 기 3분기말,14307760000,제 30 기말,14307760000,제 29 기말,12414777000,225,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,기타불입자본,-,제 31 기 3분기말,51494756233,제 30 기말,101565156233,제 29 기말,64535764501,226,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,이익잉여금,-,제 31 기 3분기말,205806429844,제 30 기말,146208512789,제 29 기말,136802993319,227,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,-표준계정코드 미사용-,기타자본구성요소,-,제 31 기 3분기말,-15287519919,제 30 기말,-7836230312,제 29 기말,-7698095848,228,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_NoncontrollingInterests,비지배지분,-,제 31 기 3분기말,177576746,제 30 기말,166454693,제 29 기말,136476338,229,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_Equity,자본총계,-,제 31 기 3분기말,256499002904,제 30 기말,254411653403,제 29 기말,206191915310,244,KRW,,,,
20161114001335,11014,2016,00139719,BS,재무상태표,ifrs_EquityAndLiabilities,자본과부채총계,-,제 31 기 3분기말,667652235657,제 30 기말,621146937092,제 29 기말,608251939436,245,KRW,,,,
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_Revenue,매출액,-,제 31 기 3분기,90851962337,제 30 기,246619628721,제 29 기,297677640662,0,KRW,247782954179,제 30 기 3분기,93097151586,246619628721
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_CostOfSales,매출원가,-,제 31 기 3분기,62731537397,제 30 기,175073578664,제 29 기,211555260414,8,KRW,170987907326,제 30 기 3분기,64873112891,175073578664
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_GrossProfit,매출총이익,-,제 31 기 3분기,28120424940,제 30 기,71546050057,제 29 기,86122380248,16,KRW,76795046853,제 30 기 3분기,28224038695,71546050057
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비,-,제 31 기 3분기,8574126607,제 30 기,21671490933,제 29 기,28864628442,17,KRW,24924902448,제 30 기 3분기,8485454149,21671490933
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_AdministrativeExpense,관리비,-,제 31 기 3분기,7431404744,제 30 기,19777026684,제 29 기,25546977644,40,KRW,21830229982,제 30 기 3분기,6432934619,19777026684
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 31 기 3분기,12114893589,제 30 기,30097532440,제 29 기,31710774162,41,KRW,30039914423,제 30 기 3분기,13305649927,30097532440
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 31 기 3분기,1984130467,제 30 기,11636969133,제 29 기,11247380772,42,KRW,9082499670,제 30 기 3분기,5432620908,11636969133
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 31 기 3분기,5687419618,제 30 기,10276406002,제 29 기,12697623769,56,KRW,11061033907,제 30 기 3분기,2839362565,10276406002
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_FinanceIncome,금융수익,-,제 31 기 3분기,3962553378,제 30 기,3520315165,제 29 기,7352311487,71,KRW,6314719752,제 30 기 3분기,640510786,3520315165
20161114001335,11014,2016,00139719,CIS,포괄손익계산서,ifrs_FinanceCosts,금융비용,-,제 31 기 3분기,3961394013,제 30 기,20012121470,제 29 기,22479791380,74,KRW,13294338982,제 30 기 3분기,10373184302,20012121470
