rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 33 기 반기말,400594510887,제 32 기말,333423012456,1,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 33 기 반기말,20673082503,제 32 기말,19626446597,2,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 33 기 반기말,,제 32 기말,417580000,3,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 33 기 반기말,125589681900,제 32 기말,116019788371,4,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 33 기 반기말,786557098,제 32 기말,,5,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_CurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,-,제 33 기 반기말,31480000,제 32 기말,,6,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_CurrentAvailableForSaleFinancialAssets,매도가능금융자산,-,제 33 기 반기말,,제 32 기말,582368985,7,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_Inventories,재고자산,-,제 33 기 반기말,237699729803,제 32 기말,189901458459,8,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 33 기 반기말,542327451,제 32 기말,821714203,9,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 33 기 반기말,8279889733,제 32 기말,6053655841,10,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 33 기 반기말,6991762399,제 32 기말,,11,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 33 기 반기말,412456335121,제 32 기말,408076525316,12,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 33 기 반기말,1748251380,제 32 기말,1589297100,13,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 33 기 반기말,808146950,제 32 기말,2972042698,14,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,ifrs_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 33 기 반기말,169500000,제 32 기말,,15,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_NonCurrentAvailableForSaleFinancialAssets,매도가능금융자산,-,제 33 기 반기말,,제 32 기말,295612119,16,KRW,,,,
20180814002260,11012,2018,00139719,BS,재무상태표,dart_NonCurrentFinancialAssetsHeldToMaturity,만기보유금융자산,-,제 33 기 반기말,,제 32 기말,135081059,17,KRW,,,,
