rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 37 기,477189017933,제 36 기,390506390001,제 35 기,398631122191,1,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 37 기,43517363079,제 36 기,35835489063,제 35 기,70598457797,2,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 37 기,1124928000,제 36 기,1154812000,제 35 기,714090133,3,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 37 기,82011181380,제 36 기,74479516207,제 35 기,66707078507,4,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 37 기,330863791551,제 36 기,254237533607,제 35 기,254838284899,5,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 37 기,859185305,제 36 기,831099821,제 35 기,497305174,6,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 37 기,18812568618,제 36 기,9384432305,제 35 기,5275905681,7,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 37 기,0,제 36 기,14583506998,제 35 기,0,8,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 37 기,463678052458,제 36 기,452906661607,제 35 기,455882160461,9,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 37 기,3000000,제 36 기,3000000,제 35 기,3000000,10,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 37 기,3227535399,제 36 기,2440186659,제 35 기,2463308739,11,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 37 기,4251985383,제 36 기,4600724876,제 35 기,2557022780,12,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,-표준계정코드 미사용-,지분법적용투자지분,-,제 37 기,1332587756,제 36 기,1037144380,제 35 기,1139396842,13,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 37 기,404788703111,제 36 기,404236667912,제 35 기,402730212653,14,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 37 기,7134689575,제 36 기,5162635707,제 35 기,4605561199,15,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 37 기,7417892877,제 36 기,7702328371,제 35 기,6920341171,16,KRW,
20230320000904,11011,2022,00139719,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 37 기,16388291782,제 36 기,14759389115,제 35 기,21663929766,17,KRW,
