rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 38 기 반기말,551191687816,제 37 기말,477189017933,1,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 38 기 반기말,61832725461,제 37 기말,43517363079,2,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 38 기 반기말,1122510000,제 37 기말,1124928000,3,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 38 기 반기말,89923479405,제 37 기말,82011181380,4,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 38 기 반기말,375658490755,제 37 기말,330863791551,5,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 38 기 반기말,636427244,제 37 기말,859185305,6,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 38 기 반기말,22018054951,제 37 기말,18812568618,7,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 38 기 반기말,484755368766,제 37 기말,463678052458,8,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 38 기 반기말,3000000,제 37 기말,3000000,9,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 38 기 반기말,3052329577,제 37 기말,3227535399,10,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 38 기 반기말,3913793994,제 37 기말,4251985383,11,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,지분법적용투자지분,-,제 38 기 반기말,1558789212,제 37 기말,1332587756,12,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 38 기 반기말,422815278274,제 37 기말,404788703111,13,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 38 기 반기말,8064095468,제 37 기말,7134689575,14,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 38 기 반기말,7747406275,제 37 기말,7417892877,15,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 38 기 반기말,17574169700,제 37 기말,16388291782,16,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 38 기 반기말,19956006266,제 37 기말,19116866575,17,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 38 기 반기말,70500000,제 37 기말,16500000,18,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 38 기 반기말,1035947056582,제 37 기말,940867070391,19,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 38 기 반기말,580208572076,제 37 기말,456722508122,21,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 38 기 반기말,68075441465,제 37 기말,73199712443,22,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 38 기 반기말,352453276980,제 37 기말,274032237045,23,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,-표준계정코드 미사용-,유동성장기부채,-,제 38 기 반기말,89188114618,제 37 기말,57398415995,24,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 38 기 반기말,49983942894,제 37 기말,22989971670,25,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 38 기 반기말,54611068,제 37 기말,54562915,26,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 38 기 반기말,10972772018,제 37 기말,18201978470,27,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 38 기 반기말,3862851446,제 37 기말,3256221409,28,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 38 기 반기말,5617561587,제 37 기말,7589408175,29,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 38 기 반기말,102667254652,제 37 기말,144346104163,30,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무및기타채무,-,제 38 기 반기말,862158964,제 37 기말,778421593,31,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 38 기 반기말,45124272524,제 37 기말,59157904467,32,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_BondsIssued,사채,-,제 38 기 반기말,24970489713,제 37 기말,51939406647,33,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,-,제 38 기 반기말,9476367502,제 37 기말,9271216276,34,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여채무,-,제 38 기 반기말,11956630660,제 37 기말,11655918718,35,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 38 기 반기말,10277335289,제 37 기말,11543236462,36,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 38 기 반기말,682875826728,제 37 기말,601068612285,37,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 지분,-,제 38 기 반기말,346918719230,제 37 기말,334558178975,39,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 38 기 반기말,17820288000,제 37 기말,17820288000,40,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_CapitalSurplus,기타불입자본,-,제 38 기 반기말,102470434523,제 37 기말,102470434523,41,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 38 기 반기말,233390617540,제 37 기말,225616188087,42,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 38 기 반기말,-6762620833,제 37 기말,-11348731635,43,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 38 기 반기말,6152510624,제 37 기말,5240279131,44,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 38 기 반기말,353071229854,제 37 기말,339798458106,45,KRW,,,,
20230814001992,11012,2023,00139719,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 38 기 반기말,1035947056582,제 37 기말,940867070391,46,KRW,,,,
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,ifrs-full_Revenue,매출액,-,제 38 기 반기,135610376119,,,0,KRW,272888231107,제 37 기 반기,133910090483,254855250332
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 38 기 반기,87611864712,,,1,KRW,173991441815,제 37 기 반기,82910114570,161016760954
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 38 기 반기,47998511407,,,2,KRW,98896789292,제 37 기 반기,50999975913,93838489378
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비,-,제 38 기 반기,21214893382,,,3,KRW,41654665323,제 37 기 반기,21015599478,39209510120
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,-표준계정코드 미사용-,관리비,-,제 38 기 반기,12135428731,,,4,KRW,24224602385,제 37 기 반기,13148559868,24791115410
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,-표준계정코드 미사용-,대손상각비(환입),-,제 38 기 반기,-38978324,,,5,KRW,296759690,제 37 기 반기,-441088240,-840913734
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 38 기 반기,14687167618,,,6,KRW,32720761894,제 37 기 반기,17276904807,30678777582
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 38 기 반기,5062853121,,,7,KRW,14005814646,제 37 기 반기,11944509837,15351480625
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 38 기 반기,2305260399,,,8,KRW,5707509679,제 37 기 반기,3855226745,5882836888
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 38 기 반기,2132621215,,,9,KRW,4266239065,제 37 기 반기,1927214787,3708222422
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,ifrs-full_FinanceCosts,금융비용,-,제 38 기 반기,10506505052,,,10,KRW,21381837561,제 37 기 반기,11252875071,16231132545
20230814001992,11012,2023,00139719,CIS,포괄손익계산서,-표준계정코드 미사용-,기타의대손상각비(환입),-,제 38 기 반기,128950412,,,11,KRW,224231273,제 37 기 반기,-16340021,-399737715
