rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 37 기 반기말,464949824986,제 36 기말,390506390001,1,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 37 기 반기말,47356735117,제 36 기말,35835489063,2,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 37 기 반기말,11195050000,제 36 기말,1154812000,3,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 37 기 반기말,84100854135,제 36 기말,74479516207,4,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 37 기 반기말,301958938478,제 36 기말,254237533607,5,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 37 기 반기말,1145956252,제 36 기말,831099821,6,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 37 기 반기말,19192291004,제 36 기말,9384432305,7,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 37 기 반기말,0,제 36 기말,14583506998,8,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 37 기 반기말,465800750254,제 36 기말,452906661607,9,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 37 기 반기말,3000000,제 36 기말,3000000,10,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 37 기 반기말,2537948659,제 36 기말,2440186659,11,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 37 기 반기말,4971458424,제 36 기말,4600724876,12,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,지분법적용투자지분,-,제 37 기 반기말,888029929,제 36 기말,1037144380,13,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 37 기 반기말,412209931336,제 36 기말,404236667912,14,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 37 기 반기말,5701825293,제 36 기말,5162635707,15,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 37 기 반기말,8172142440,제 36 기말,7702328371,16,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 37 기 반기말,14596387223,제 36 기말,14759389115,17,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 37 기 반기말,16696359308,제 36 기말,12936672221,18,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 37 기 반기말,23667642,제 36 기말,27912366,19,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 37 기 반기말,930750575240,제 36 기말,843413051608,20,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 37 기 반기말,431745043591,제 36 기말,381955396863,22,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융부채,-,제 37 기 반기말,575118,제 36 기말,9555918,23,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 37 기 반기말,63502265342,제 36 기말,58928323204,24,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 37 기 반기말,271937251705,제 36 기말,221816922958,25,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,-표준계정코드 미사용-,유동성장기부채,-,제 37 기 반기말,75772686121,제 36 기말,86084168504,26,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 37 기 반기말,327652798,제 36 기말,321674768,27,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 37 기 반기말,10007391546,제 36 기말,7362374934,28,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동성리스부채,-,제 37 기 반기말,3005232915,제 36 기말,2786725737,29,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 37 기 반기말,7191988046,제 36 기말,4645650840,30,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 37 기 반기말,158348941624,제 36 기말,138913142388,31,KRW,,,,
20220816001354,11012,2022,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무및기타채무,-,제 37 기 반기말,804696919,제 36 기말,898809570,32,KRW,,,,
