rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 36 기,390506390001,제 35 기,398631122191,제 34 기,400595688396,1,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 36 기,35835489063,제 35 기,70598457797,제 34 기,15550237957,2,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 36 기,1154812000,제 35 기,714090133,제 34 기,364653000,3,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 36 기,74479516207,제 35 기,66707078507,제 34 기,86430171023,4,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 36 기,254237533607,제 35 기,254838284899,제 34 기,292125534333,5,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 36 기,831099821,제 35 기,497305174,제 34 기,253171393,6,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 36 기,9384432305,제 35 기,5275905681,제 34 기,5871920690,7,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 36 기,14583506998,제 35 기,0,제 34 기,0,8,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 36 기,452906661607,제 35 기,455882160461,제 34 기,446441202544,9,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 36 기,3000000,제 35 기,3000000,제 34 기,2225114220,10,KRW,
20220321001219,11011,2021,00139719,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 36 기,2440186659,제 35 기,2463308739,제 34 기,1241809135,11,KRW,
