rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 36 기 반기말,433110739043,제 35 기말,398631122191,1,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 36 기 반기말,70682838122,제 35 기말,70598457797,2,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 36 기 반기말,10349680000,제 35 기말,714090133,3,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 36 기 반기말,85082468004,제 35 기말,66707078507,4,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치측정금융자산,-,제 36 기 반기말,4839411,제 35 기말,0,5,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 36 기 반기말,242919802199,제 35 기말,254838284899,6,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 36 기 반기말,680301462,제 35 기말,497305174,7,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 36 기 반기말,8807302847,제 35 기말,5275905681,8,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 36 기 반기말,14583506998,제 35 기말,0,9,KRW,,,,
20210817001054,11012,2021,00139719,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 36 기 반기말,444328585696,제 35 기말,455882160461,10,KRW,,,,
